date,prospect_id,service,event,source,device,value
2026-04-22,P221,Office Space,visit,referral,desktop,0
2026-04-26,P222,Luxury Villa,visit,referral,desktop,0
2026-04-26,P222,Luxury Villa,view_project,referral,desktop,0
2026-04-01,P223,Apartment Design,visit,organic,mobile,0
2026-04-19,P224,Apartment Design,visit,direct,mobile,0
2026-04-19,P224,Apartment Design,view_project,direct,mobile,0
2026-04-02,P225,Luxury Villa,visit,organic,desktop,0
2026-04-03,P225,Luxury Villa,enquiry,organic,desktop,1
2026-04-11,P225,Luxury Villa,deal_closed,organic,desktop,4951773
2026-04-03,P226,Office Space,visit,organic,desktop,0
2026-04-03,P226,Office Space,view_project,organic,desktop,0
2026-04-07,P227,Interior Design,visit,organic,desktop,0
2026-04-11,P228,Luxury Villa,visit,organic,desktop,0
2026-04-11,P228,Luxury Villa,view_project,organic,desktop,0
2026-04-23,P229,Office Space,visit,referral,desktop,0
2026-04-23,P229,Office Space,view_project,referral,desktop,0
2026-04-06,P230,Luxury Villa,visit,direct,mobile,0
2026-04-06,P230,Luxury Villa,view_project,direct,mobile,0
2026-04-04,P231,Apartment Design,visit,ads,desktop,0
2026-04-04,P231,Apartment Design,view_project,ads,desktop,0
2026-04-12,P232,Office Space,visit,ads,mobile,0
2026-04-03,P233,Apartment Design,visit,direct,mobile,0
2026-04-03,P233,Apartment Design,view_project,direct,mobile,0
2026-04-04,P233,Apartment Design,enquiry,direct,mobile,1
2026-04-09,P233,Apartment Design,deal_closed,direct,mobile,4301450
2026-05-02,P233,Apartment Design,move_in,direct,mobile,4301450
2026-04-03,P234,Apartment Design,visit,ads,desktop,0
2026-04-06,P234,Apartment Design,enquiry,ads,desktop,1
2026-04-11,P235,Apartment Design,visit,ads,desktop,0
2026-04-11,P235,Apartment Design,view_project,ads,desktop,0
2026-04-09,P236,Office Space,visit,direct,desktop,0
2026-04-09,P236,Office Space,view_project,direct,desktop,0
2026-04-29,P237,Luxury Villa,visit,direct,mobile,0
2026-04-29,P237,Luxury Villa,view_project,direct,mobile,0
2026-04-30,P238,Office Space,visit,ads,desktop,0
2026-04-03,P239,Interior Design,visit,referral,desktop,0
2026-04-03,P239,Interior Design,view_project,referral,desktop,0
2026-04-12,P240,Office Space,visit,referral,desktop,0
2026-04-12,P240,Office Space,view_project,referral,desktop,0
2026-04-21,P241,Interior Design,visit,referral,desktop,0
2026-04-21,P241,Interior Design,view_project,referral,desktop,0
2026-04-24,P241,Interior Design,enquiry,referral,desktop,1
2026-05-08,P241,Interior Design,deal_closed,referral,desktop,4265894
2026-05-28,P241,Interior Design,move_in,referral,desktop,4265894
2026-04-12,P242,Apartment Design,visit,direct,desktop,0
2026-04-12,P242,Apartment Design,view_project,direct,desktop,0
2026-04-12,P243,Office Space,visit,organic,mobile,0
2026-04-12,P243,Office Space,view_project,organic,mobile,0
2026-04-05,P244,Luxury Villa,visit,ads,desktop,0
2026-04-05,P244,Luxury Villa,view_project,ads,desktop,0
2026-04-08,P245,Interior Design,visit,direct,mobile,0
2026-04-29,P246,Interior Design,visit,direct,desktop,0
2026-04-29,P246,Interior Design,view_project,direct,desktop,0
2026-04-11,P247,Interior Design,visit,organic,mobile,0
2026-04-11,P247,Interior Design,view_project,organic,mobile,0
2026-04-26,P248,Apartment Design,visit,referral,desktop,0
2026-04-26,P248,Apartment Design,view_project,referral,desktop,0
2026-04-26,P249,Interior Design,visit,ads,desktop,0
2026-04-26,P249,Interior Design,view_project,ads,desktop,0
2026-04-28,P249,Interior Design,enquiry,ads,desktop,1
2026-05-04,P249,Interior Design,deal_closed,ads,desktop,1955459
2026-06-03,P249,Interior Design,move_in,ads,desktop,1955459
2026-04-03,P250,Interior Design,visit,ads,mobile,0
2026-04-04,P250,Interior Design,enquiry,ads,mobile,1
2026-04-04,P251,Interior Design,visit,direct,mobile,0
2026-04-04,P251,Interior Design,view_project,direct,mobile,0
2026-04-25,P252,Apartment Design,visit,organic,mobile,0
2026-04-25,P252,Apartment Design,view_project,organic,mobile,0
2026-04-20,P253,Interior Design,visit,organic,desktop,0
2026-04-20,P253,Interior Design,view_project,organic,desktop,0
2026-04-10,P254,Apartment Design,visit,referral,mobile,0
2026-04-10,P254,Apartment Design,view_project,referral,mobile,0
2026-04-01,P255,Office Space,visit,organic,desktop,0
2026-04-01,P255,Office Space,view_project,organic,desktop,0
2026-04-02,P256,Apartment Design,visit,ads,desktop,0
2026-04-02,P256,Apartment Design,view_project,ads,desktop,0
2026-04-10,P257,Office Space,visit,direct,mobile,0
2026-04-10,P257,Office Space,view_project,direct,mobile,0
2026-04-01,P258,Apartment Design,visit,referral,mobile,0
2026-04-02,P258,Apartment Design,enquiry,referral,mobile,1
2026-04-09,P258,Apartment Design,deal_closed,referral,mobile,2382845
2026-05-03,P258,Apartment Design,move_in,referral,mobile,2382845
2026-04-17,P259,Interior Design,visit,organic,desktop,0
2026-04-17,P259,Interior Design,view_project,organic,desktop,0
2026-04-13,P260,Interior Design,visit,referral,desktop,0
2026-04-13,P260,Interior Design,view_project,referral,desktop,0
2026-04-14,P260,Interior Design,enquiry,referral,desktop,1
2026-04-07,P261,Interior Design,visit,direct,mobile,0
2026-04-07,P261,Interior Design,view_project,direct,mobile,0
2026-04-08,P261,Interior Design,enquiry,direct,mobile,1
2026-04-09,P262,Office Space,visit,referral,mobile,0
2026-04-22,P263,Office Space,visit,organic,mobile,0
2026-04-22,P263,Office Space,view_project,organic,mobile,0
2026-04-16,P264,Apartment Design,visit,direct,desktop,0
2026-04-16,P265,Luxury Villa,visit,organic,desktop,0
2026-04-16,P265,Luxury Villa,view_project,organic,desktop,0
2026-04-26,P266,Luxury Villa,visit,organic,desktop,0
2026-04-26,P266,Luxury Villa,view_project,organic,desktop,0
2026-04-19,P267,Apartment Design,visit,organic,mobile,0
2026-04-19,P267,Apartment Design,view_project,organic,mobile,0
2026-04-25,P268,Apartment Design,visit,direct,mobile,0
2026-04-25,P268,Apartment Design,view_project,direct,mobile,0
2026-04-05,P269,Interior Design,visit,organic,mobile,0
2026-04-04,P270,Office Space,visit,ads,desktop,0
2026-04-04,P270,Office Space,view_project,ads,desktop,0
2026-04-03,P271,Interior Design,visit,organic,mobile,0
2026-04-03,P271,Interior Design,view_project,organic,mobile,0
2026-04-28,P272,Office Space,visit,direct,desktop,0
2026-04-28,P272,Office Space,view_project,direct,desktop,0
2026-04-30,P272,Office Space,enquiry,direct,desktop,1
2026-04-03,P273,Luxury Villa,visit,referral,mobile,0
2026-04-03,P274,Luxury Villa,visit,direct,mobile,0
2026-04-03,P274,Luxury Villa,view_project,direct,mobile,0
2026-04-14,P275,Luxury Villa,visit,direct,desktop,0
2026-04-26,P276,Apartment Design,visit,referral,desktop,0
2026-04-11,P277,Luxury Villa,visit,direct,mobile,0
2026-04-11,P277,Luxury Villa,view_project,direct,mobile,0
2026-04-24,P278,Luxury Villa,visit,ads,desktop,0
2026-04-24,P278,Luxury Villa,view_project,ads,desktop,0
2026-04-26,P279,Interior Design,visit,organic,desktop,0
2026-04-21,P280,Luxury Villa,visit,ads,mobile,0
2026-04-21,P280,Luxury Villa,view_project,ads,mobile,0
2026-04-20,P281,Interior Design,visit,ads,mobile,0
2026-04-20,P281,Interior Design,view_project,ads,mobile,0
2026-04-06,P282,Office Space,visit,organic,desktop,0
2026-04-06,P282,Office Space,view_project,organic,desktop,0
2026-04-19,P283,Apartment Design,visit,ads,desktop,0
2026-04-19,P283,Apartment Design,view_project,ads,desktop,0
2026-04-04,P284,Interior Design,visit,referral,mobile,0
2026-04-04,P284,Interior Design,view_project,referral,mobile,0
2026-04-18,P285,Interior Design,visit,referral,mobile,0
2026-04-18,P285,Interior Design,view_project,referral,mobile,0
2026-04-25,P286,Luxury Villa,visit,organic,mobile,0
2026-04-15,P287,Luxury Villa,visit,ads,mobile,0
2026-04-15,P287,Luxury Villa,view_project,ads,mobile,0
2026-04-02,P288,Interior Design,visit,referral,mobile,0
2026-04-02,P288,Interior Design,view_project,referral,mobile,0
2026-04-16,P289,Apartment Design,visit,direct,desktop,0
2026-04-16,P289,Apartment Design,view_project,direct,desktop,0
2026-04-20,P290,Luxury Villa,visit,ads,desktop,0
2026-04-20,P290,Luxury Villa,view_project,ads,desktop,0
2026-04-08,P291,Office Space,visit,referral,mobile,0
2026-04-08,P291,Office Space,view_project,referral,mobile,0
2026-04-10,P292,Luxury Villa,visit,direct,mobile,0
2026-04-10,P292,Luxury Villa,view_project,direct,mobile,0
2026-04-16,P293,Interior Design,visit,direct,desktop,0
2026-04-22,P294,Interior Design,visit,ads,desktop,0
2026-04-22,P294,Interior Design,view_project,ads,desktop,0
2026-04-08,P295,Luxury Villa,visit,direct,mobile,0
2026-04-08,P295,Luxury Villa,view_project,direct,mobile,0
2026-04-20,P296,Luxury Villa,visit,direct,mobile,0
2026-04-20,P296,Luxury Villa,view_project,direct,mobile,0
2026-04-17,P297,Office Space,visit,ads,mobile,0
2026-04-18,P298,Luxury Villa,visit,direct,mobile,0
2026-04-27,P299,Office Space,visit,referral,desktop,0
2026-04-27,P299,Office Space,view_project,referral,desktop,0
